sim_id,paramset_id,country,pop_alpha,coi_p,coi_r,k_s,n_samples,n_rows,rmse,mae,bias
simulated_Cambodia_pop_035,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,100,100,3.3000000000000016,1.79,-1.79
simulated_Cambodia_pop_035,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,100,100,2.95465734053883,1.55,-1.55
simulated_Cambodia_pop_035,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,100,100,2.6962937525425543,1.31,-1.25
simulated_Cambodia_pop_035,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,100,100,2.41039415863879,1.29,-0.61
simulated_Cambodia_pop_035,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,100,100,2.578759391645525,1.25,-0.97
simulated_Cambodia_pop_035,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,100,100,2.696293752542553,1.31,-1.27
simulated_Cambodia_pop_036,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,100,100,3.0149626863362684,1.45,-1.45
simulated_Cambodia_pop_036,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,100,100,2.617250465660478,1.19,-1.19
simulated_Cambodia_pop_036,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,100,100,2.353720459187962,1.04,-0.92
simulated_Cambodia_pop_036,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,100,100,2.06881608655772,1.12,-0.24
simulated_Cambodia_pop_036,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,100,100,2.165640782770772,1.03,-0.55
simulated_Cambodia_pop_036,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,100,100,2.2978250586152114,0.98,-0.96
simulated_Cambodia_pop_037,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,100,100,0.14142135623730945,0.02,-0.02
simulated_Cambodia_pop_037,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,100,100,0,0,0
simulated_Cambodia_pop_037,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,100,100,0.3464101615137756,0.12,0.12
simulated_Cambodia_pop_037,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,100,100,0.7,0.27,0.27
simulated_Cambodia_pop_037,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,100,100,0.565685424949238,0.2,0.2
simulated_Cambodia_pop_037,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,100,100,0.3,0.09,0.09
simulated_Cambodia_pop_038,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,100,100,0.2828427124746189,0.04,-0.04
simulated_Cambodia_pop_038,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,100,100,0.19999999999999993,0.04,0
simulated_Cambodia_pop_038,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,100,100,0.33166247903553997,0.11,0.09
simulated_Cambodia_pop_038,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,100,100,0.7681145747868608,0.29,0.29
simulated_Cambodia_pop_038,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,100,100,0.5567764362830022,0.19,0.19
simulated_Cambodia_pop_038,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,100,100,0.282842712474619,0.08,0.08
simulated_Cambodia_pop_039,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,100,100,3.0479501308256323,1.47,-1.47
simulated_Cambodia_pop_039,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,100,100,2.523885892824792,1.11,-1.05
simulated_Cambodia_pop_039,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,100,100,2.304343724360582,1.01,-0.61
simulated_Cambodia_pop_039,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,100,100,1.7578395831246942,1.01,0.31
simulated_Cambodia_pop_039,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,100,100,2.007485989988473,0.97,-0.17
simulated_Cambodia_pop_039,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,100,100,2.211334438749598,0.95,-0.59
simulated_Cambodia_pop_040,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,100,100,3.5114099732158857,1.67,-1.67
simulated_Cambodia_pop_040,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,100,100,3.1272991542223805,1.32,-1.28
simulated_Cambodia_pop_040,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,100,100,2.989983277545209,1.22,-0.8
simulated_Cambodia_pop_040,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,100,100,2.1633307652783933,1.24,0.26
simulated_Cambodia_pop_040,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,100,100,2.582634314028992,1.21,-0.19
simulated_Cambodia_pop_040,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,100,100,2.7999999999999994,1.12,-0.74
simulated_Cambodia_pop_041,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,100,100,0.26457513110645897,0.05,-0.05
simulated_Cambodia_pop_041,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,100,100,0.24494897427831788,0.04,-0.04
simulated_Cambodia_pop_041,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,100,100,0.1732050807568878,0.03,-0.01
simulated_Cambodia_pop_041,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,100,100,0.36055512754639896,0.11,0.11
simulated_Cambodia_pop_041,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,100,100,0.264575131106459,0.07,0.05
simulated_Cambodia_pop_041,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,100,100,0.14142135623730948,0.02,-0.02
simulated_Cambodia_pop_042,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,100,100,0.5656854249492378,0.12,-0.12
simulated_Cambodia_pop_042,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,100,100,0.4358898943540675,0.09,-0.09
simulated_Cambodia_pop_042,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,100,100,0.42426406871192873,0.1,-0.02
simulated_Cambodia_pop_042,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,100,100,0.6082762530298219,0.25,0.19
simulated_Cambodia_pop_042,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,100,100,0.4690415759823429,0.18,0.1
simulated_Cambodia_pop_042,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,100,100,0.3872983346207416,0.07,-0.05
simulated_Cambodia_pop_043,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,100,100,4.318564576337839,2.57,-2.57
simulated_Cambodia_pop_043,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,100,100,3.925557285278106,2.19,-2.19
simulated_Cambodia_pop_043,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,100,100,3.651027252705736,1.91,-1.75
simulated_Cambodia_pop_043,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,100,100,3.0659419433511776,1.68,-0.92
simulated_Cambodia_pop_043,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,100,100,3.2726136343907135,1.81,-1.19
simulated_Cambodia_pop_043,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,100,100,3.591656999213594,1.86,-1.74
simulated_Cambodia_pop_044,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,100,100,3.2233522922572413,1.75,-1.75
simulated_Cambodia_pop_044,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,100,100,2.8248893783651057,1.42,-1.42
simulated_Cambodia_pop_044,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,100,100,2.491987158875424,1.19,-1.01
simulated_Cambodia_pop_044,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,100,100,2.032240143290158,1.11,-0.19
simulated_Cambodia_pop_044,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,100,100,2.1633307652783933,1.06,-0.58
simulated_Cambodia_pop_044,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,100,100,2.4413111231467406,1.08,-1.02
simulated_Cambodia_pop_045,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,100,100,0.26457513110645897,0.05,-0.05
simulated_Cambodia_pop_045,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,100,100,0.26457513110645897,0.05,-0.05
simulated_Cambodia_pop_045,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,100,100,0.26457513110645897,0.05,-0.03
simulated_Cambodia_pop_045,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,100,100,0.469041575982343,0.18,0.16
simulated_Cambodia_pop_045,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,100,100,0.3999999999999999,0.14,0.1
simulated_Cambodia_pop_045,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,100,100,0.24494897427831774,0.04,-0.04
simulated_Cambodia_pop_046,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,100,100,0.26457513110645897,0.05,-0.05
simulated_Cambodia_pop_046,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,100,100,0.22360679774997913,0.03,-0.03
simulated_Cambodia_pop_046,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,100,100,0.2645751311064589,0.07,0.05
simulated_Cambodia_pop_046,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,100,100,0.6,0.26,0.26
simulated_Cambodia_pop_046,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,100,100,0.37416573867739406,0.14,0.12
simulated_Cambodia_pop_046,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,100,100,0.22360679774997894,0.05,0.03
simulated_Cambodia_pop_047,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,100,100,3.7229020937972557,2.18,-2.18
simulated_Cambodia_pop_047,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,100,100,3.5369478367654796,2.05,-2.05
simulated_Cambodia_pop_047,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,100,100,3.2186953878862146,1.82,-1.8
simulated_Cambodia_pop_047,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,100,100,2.8248893783651066,1.62,-1.06
simulated_Cambodia_pop_047,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,100,100,2.9782545223670858,1.65,-1.47
simulated_Cambodia_pop_047,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,100,100,3.1921779399024737,1.81,-1.81
simulated_Cambodia_pop_048,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,100,100,2.9410882339705497,1.73,-1.73
simulated_Cambodia_pop_048,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,100,100,2.7349588662354685,1.58,-1.58
simulated_Cambodia_pop_048,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,100,100,2.615339366124406,1.52,-1.52
simulated_Cambodia_pop_048,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,100,100,2.222611077089287,1.22,-0.98
simulated_Cambodia_pop_048,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,100,100,2.45356882927706,1.36,-1.34
simulated_Cambodia_pop_048,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,100,100,2.6343879744638987,1.54,-1.54
simulated_Cambodia_pop_049,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,100,100,0.26457513110645897,0.05,-0.05
simulated_Cambodia_pop_049,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,100,100,0.09999999999999996,0.01,0.01
simulated_Cambodia_pop_049,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,100,100,0.5656854249492378,0.24,0.24
simulated_Cambodia_pop_049,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,100,100,1.058300524425836,0.54,0.54
simulated_Cambodia_pop_049,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,100,100,0.8602325267042626,0.4,0.4
simulated_Cambodia_pop_049,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,100,100,0.5099019513592785,0.22,0.22
simulated_Cambodia_pop_050,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,100,100,0.30000000000000016,0.05,-0.05
simulated_Cambodia_pop_050,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,100,100,0.17320508075688779,0.03,-0.03
simulated_Cambodia_pop_050,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,100,100,0.2828427124746189,0.08,0.06
simulated_Cambodia_pop_050,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,100,100,0.721110255092798,0.28,0.28
simulated_Cambodia_pop_050,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,100,100,0.5567764362830023,0.19,0.19
simulated_Cambodia_pop_050,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,100,100,0.2236067977499789,0.05,0.03
simulated_Cambodia_pop_051,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,100,100,3.39411254969543,1.8,-1.8
simulated_Cambodia_pop_051,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,100,100,2.812472222085044,1.31,-1.31
simulated_Cambodia_pop_051,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,100,100,2.622975409720801,1.12,-0.88
simulated_Cambodia_pop_051,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,100,100,1.8574175621006705,1.17,0.27
simulated_Cambodia_pop_051,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,100,100,2.0322401432901582,1.07,-0.25
simulated_Cambodia_pop_051,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,100,100,2.44131112314674,1.06,-0.84
simulated_Cambodia_pop_052,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,100,100,2.8844410203711925,1.52,-1.52
simulated_Cambodia_pop_052,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,100,100,2.304343724360582,1.07,-1.07
simulated_Cambodia_pop_052,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,100,100,2.1540659228538033,0.96,-0.64
simulated_Cambodia_pop_052,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,100,100,1.8493242008906927,1.22,0.5
simulated_Cambodia_pop_052,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,100,100,2.0024984394500787,1.07,-0.09
simulated_Cambodia_pop_052,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,100,100,2.0760539492026693,0.89,-0.65
simulated_Cambodia_pop_053,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,100,100,0.5099019513592781,0.06,-0.06
simulated_Cambodia_pop_053,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,100,100,0.42426406871192873,0.06,-0.04
simulated_Cambodia_pop_053,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,100,100,0.4795831523312716,0.17,0.11
simulated_Cambodia_pop_053,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,100,100,0.854400374531753,0.39,0.35
simulated_Cambodia_pop_053,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,100,100,0.6928203230275508,0.28,0.24
simulated_Cambodia_pop_053,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,100,100,0.3999999999999999,0.1,0.04
simulated_Cambodia_pop_054,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,100,100,0.2828427124746189,0.06,-0.06
simulated_Cambodia_pop_054,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,100,100,0.19999999999999993,0.04,-0.04
simulated_Cambodia_pop_054,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,100,100,0.22360679774997916,0.05,-0.01
simulated_Cambodia_pop_054,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,100,100,0.7483314773547881,0.32,0.32
simulated_Cambodia_pop_054,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,100,100,0.47958315233127197,0.19,0.19
simulated_Cambodia_pop_054,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,100,100,0.19999999999999998,0.04,-0.02
simulated_Cambodia_pop_055,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,100,100,3.8183766184073558,2.16,-2.16
simulated_Cambodia_pop_055,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,100,100,3.440930106817052,1.76,-1.76
simulated_Cambodia_pop_055,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,100,100,3.1575306807693857,1.53,-1.39
simulated_Cambodia_pop_055,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,100,100,2.5,1.41,-0.33
simulated_Cambodia_pop_055,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,100,100,2.86705423736629,1.38,-0.86
simulated_Cambodia_pop_055,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,100,100,3.0675723300355937,1.47,-1.35
simulated_Cambodia_pop_056,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,100,100,3.082207001484488,1.54,-1.54
simulated_Cambodia_pop_056,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,100,100,2.7166155414412256,1.18,-1.18
simulated_Cambodia_pop_056,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,100,100,2.447447650104082,1.11,-0.89
simulated_Cambodia_pop_056,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,100,100,2.0396078054371145,1.12,0.06
simulated_Cambodia_pop_056,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,100,100,2.111871208194288,1.08,-0.42
simulated_Cambodia_pop_056,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,100,100,2.349468024894146,1,-0.86
simulated_Cambodia_pop_057,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,100,100,0.14142135623730948,0.02,-0.02
simulated_Cambodia_pop_057,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,100,100,0.09999999999999998,0.01,-0.01
simulated_Cambodia_pop_057,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,100,100,0.19999999999999993,0.04,0.04
simulated_Cambodia_pop_057,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,100,100,0.3464101615137754,0.1,0.1
simulated_Cambodia_pop_057,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,100,100,0.24494897427831777,0.06,0.06
simulated_Cambodia_pop_057,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,100,100,0.19999999999999996,0.04,0.04
simulated_Cambodia_pop_058,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,100,100,0.33166247903553986,0.09,-0.09
simulated_Cambodia_pop_058,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,100,100,0.2828427124746189,0.06,-0.06
simulated_Cambodia_pop_058,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,100,100,0.22360679774997916,0.05,-0.03
simulated_Cambodia_pop_058,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,100,100,0.3872983346207417,0.13,0.13
simulated_Cambodia_pop_058,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,100,100,0.26457513110645897,0.07,0.05
simulated_Cambodia_pop_058,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,100,100,0.22360679774997894,0.05,-0.03
simulated_Cambodia_pop_059,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,100,100,3.66196668472011,2.01,-2.01
simulated_Cambodia_pop_059,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,100,100,3.2848135411313693,1.73,-1.73
simulated_Cambodia_pop_059,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,100,100,2.9698484809834986,1.44,-1.4
simulated_Cambodia_pop_059,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,100,100,2.5,1.35,-0.63
simulated_Cambodia_pop_059,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,100,100,2.8319604517012595,1.42,-1.04
simulated_Cambodia_pop_059,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,100,100,2.96141857899217,1.43,-1.39
simulated_Cambodia_pop_060,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,100,100,3.3316662497915357,1.5,-1.5
simulated_Cambodia_pop_060,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,100,100,3.0545048698602524,1.29,-1.29
simulated_Cambodia_pop_060,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,100,100,2.886173937932364,1.21,-1.07
simulated_Cambodia_pop_060,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,100,100,2.42074368738204,1.1,-0.42
simulated_Cambodia_pop_060,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,100,100,2.7092434368288134,1.12,-0.66
simulated_Cambodia_pop_060,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,100,100,2.8195744359743373,1.13,-1.11
simulated_Cambodia_pop_061,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,100,100,0.2645751311064589,0.07,-0.07
simulated_Cambodia_pop_061,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,100,100,0.14142135623730945,0.02,0
simulated_Cambodia_pop_061,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,100,100,0.2645751311064589,0.07,0.07
simulated_Cambodia_pop_061,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,100,100,0.6082762530298219,0.21,0.21
simulated_Cambodia_pop_061,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,100,100,0.44721359549995793,0.14,0.14
simulated_Cambodia_pop_061,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,100,100,0.24494897427831777,0.06,0.04
simulated_Cambodia_pop_062,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,100,100,0.14142135623730945,0.02,-0.02
simulated_Cambodia_pop_062,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,100,100,0.09999999999999996,0.01,0.01
simulated_Cambodia_pop_062,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,100,100,0.39999999999999986,0.16,0.16
simulated_Cambodia_pop_062,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,100,100,0.787400787401181,0.36,0.36
simulated_Cambodia_pop_062,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,100,100,0.5744562646538028,0.23,0.23
simulated_Cambodia_pop_062,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,100,100,0.36055512754639896,0.13,0.13
simulated_Cambodia_pop_063,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,100,100,4.275511665286393,2.16,-2.16
simulated_Cambodia_pop_063,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,100,100,3.6152454965050413,1.55,-1.55
simulated_Cambodia_pop_063,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,100,100,3.3985290935932886,1.47,-1.11
simulated_Cambodia_pop_063,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,100,100,2.501999200639361,1.42,0.24
simulated_Cambodia_pop_063,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,100,100,3.124099870362662,1.52,-0.48
simulated_Cambodia_pop_063,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,100,100,3.3421549934136805,1.39,-1.11
simulated_Cambodia_pop_064,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,100,100,2.640075756488815,1.23,-1.23
simulated_Cambodia_pop_064,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,100,100,2.179449471770337,0.91,-0.91
simulated_Cambodia_pop_064,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,100,100,2.0832666655999663,0.9,-0.5
simulated_Cambodia_pop_064,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,100,100,1.7204650534085253,1.08,0.4
simulated_Cambodia_pop_064,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,100,100,1.8841443681416774,1.01,-0.03
simulated_Cambodia_pop_064,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,100,100,1.9748417658131496,0.84,-0.48
simulated_Cambodia_pop_065,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,100,100,0.3316624790355401,0.05,-0.05
simulated_Cambodia_pop_065,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,100,100,0.22360679774997919,0.03,-0.03
simulated_Cambodia_pop_065,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,100,100,0.22360679774997916,0.05,0.03
simulated_Cambodia_pop_065,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,100,100,0.565685424949238,0.2,0.2
simulated_Cambodia_pop_065,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,100,100,0.34641016151377535,0.1,0.08
simulated_Cambodia_pop_065,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,100,100,0.19999999999999996,0.04,0.02
simulated_Cambodia_pop_066,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,100,100,0.3316624790355398,0.07,-0.07
simulated_Cambodia_pop_066,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,100,100,0.1732050807568878,0.03,-0.03
simulated_Cambodia_pop_066,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,100,100,0.39999999999999986,0.16,0.12
simulated_Cambodia_pop_066,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,100,100,0.7937253933193772,0.35,0.35
simulated_Cambodia_pop_066,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,100,100,0.6557438524302001,0.27,0.27
simulated_Cambodia_pop_066,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,100,100,0.33166247903553997,0.11,0.07
simulated_Cambodia_pop_067,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,100,100,3.2939338184001197,1.63,-1.63
simulated_Cambodia_pop_067,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,100,100,2.9017236257093826,1.36,-1.36
simulated_Cambodia_pop_067,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,100,100,2.525866188063018,1.08,-0.92
simulated_Cambodia_pop_067,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,100,100,2.170253441421071,1.25,0.13
simulated_Cambodia_pop_067,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,100,100,2.135415650406262,1.04,-0.26
simulated_Cambodia_pop_067,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,100,100,2.461706725018234,1.02,-0.94
simulated_Cambodia_pop_068,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,100,100,2.7712812921102024,1.34,-1.34
simulated_Cambodia_pop_068,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,100,100,2.357965224510319,1,-0.98
simulated_Cambodia_pop_068,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,100,100,2.2472205054244214,1.01,-0.49
simulated_Cambodia_pop_068,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,100,100,1.8867962264113205,1.22,0.28
simulated_Cambodia_pop_068,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,100,100,1.9697715603592214,1.12,-0.02
simulated_Cambodia_pop_068,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,100,100,2.1610182784974308,0.91,-0.53
simulated_Cambodia_pop_069,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,100,100,0.4358898943540675,0.13,-0.13
