sim_id,country,pop_alpha,coi_p,coi_r,k_s,n_samples,n_rows,mean_tool_coi,mean_sim_coi,mean_error,abs_mean_error,mean_sq_error
simulated_Ghana_pop_060,Ghana,2.33,0.2,0.5,0.2,100,600,2.203333333333333,3.76,-1.5566666666666666,1.5566666666666666,2.423211111111111
simulated_Ghana_pop_061,Ghana,99,0.7,0.25,0.5,100,600,1.5633333333333332,1.31,0.2533333333333332,0.2533333333333332,0.06417777777777771
simulated_Ghana_pop_062,Ghana,99,0.7,0.25,0.2,100,600,1.425,1.23,0.19500000000000006,0.19500000000000006,0.038025000000000024
simulated_Ghana_pop_063,Ghana,99,0.2,0.5,0.5,100,600,3.316666666666667,3.65,-0.33333333333333304,0.33333333333333304,0.11111111111111091
simulated_Ghana_pop_064,Ghana,99,0.2,0.5,0.2,100,600,2.8966666666666665,3.04,-0.14333333333333353,0.14333333333333353,0.0205444444444445
simulated_Ghana_pop_065,Ghana,9,0.7,0.25,0.5,100,600,1.28,1.18,0.10000000000000009,0.10000000000000009,0.010000000000000018
simulated_Ghana_pop_066,Ghana,9,0.7,0.25,0.2,100,600,1.4016666666666666,1.28,0.12166666666666659,0.12166666666666659,0.014802777777777758
simulated_Ghana_pop_067,Ghana,9,0.2,0.5,0.5,100,600,2.566666666666667,3.48,-0.9133333333333331,0.9133333333333331,0.8341777777777774
simulated_Ghana_pop_068,Ghana,9,0.2,0.5,0.2,100,600,2.6733333333333333,2.96,-0.2866666666666666,0.2866666666666666,0.08217777777777775
simulated_Ghana_pop_069,Ghana,2.33,0.7,0.25,0.5,100,600,1.3183333333333334,1.25,0.06833333333333336,0.06833333333333336,0.004669444444444447
simulated_Ghana_pop_070,Ghana,2.33,0.7,0.25,0.2,100,600,1.3,1.27,0.030000000000000027,0.030000000000000027,9.000000000000016e-4
simulated_Ghana_pop_071,Ghana,2.33,0.2,0.5,0.5,100,600,2.8266666666666667,3.97,-1.1433333333333335,1.1433333333333335,1.3072111111111115
simulated_Ghana_pop_072,Ghana,2.33,0.2,0.5,0.2,100,600,2.5366666666666666,3.54,-1.0033333333333334,1.0033333333333334,1.006677777777778
simulated_Ghana_pop_073,Ghana,99,0.7,0.25,0.5,100,600,1.37,1.2,0.17000000000000015,0.17000000000000015,0.02890000000000005
simulated_Ghana_pop_074,Ghana,99,0.7,0.25,0.2,100,600,1.5466666666666666,1.32,0.22666666666666657,0.22666666666666657,0.05137777777777774
simulated_Ghana_pop_075,Ghana,99,0.2,0.5,0.5,100,600,3.5216666666666665,4.05,-0.5283333333333333,0.5283333333333333,0.2791361111111111
simulated_Ghana_pop_076,Ghana,99,0.2,0.5,0.2,100,600,2.9616666666666664,3.17,-0.20833333333333348,0.20833333333333348,0.04340277777777784
simulated_Ghana_pop_077,Ghana,9,0.7,0.25,0.5,100,600,1.4633333333333334,1.28,0.18333333333333335,0.18333333333333335,0.03361111111111112
simulated_Ghana_pop_078,Ghana,9,0.7,0.25,0.2,100,600,1.415,1.24,0.17500000000000004,0.17500000000000004,0.030625000000000017
simulated_Ghana_pop_079,Ghana,9,0.2,0.5,0.5,100,600,2.5166666666666666,2.99,-0.4733333333333336,0.4733333333333336,0.2240444444444447
simulated_Ghana_pop_080,Ghana,9,0.2,0.5,0.2,100,600,2.335,2.78,-0.44499999999999984,0.44499999999999984,0.19802499999999987
simulated_Ghana_pop_081,Ghana,2.33,0.7,0.25,0.5,100,600,1.38,1.25,0.1299999999999999,0.1299999999999999,0.01689999999999997
simulated_Ghana_pop_082,Ghana,2.33,0.7,0.25,0.2,100,600,1.2566666666666666,1.21,0.046666666666666634,0.046666666666666634,0.0021777777777777746
simulated_Ghana_pop_083,Ghana,2.33,0.2,0.5,0.5,100,600,2.4516666666666667,3.16,-0.7083333333333335,0.7083333333333335,0.5017361111111113
simulated_Ghana_pop_084,Ghana,2.33,0.2,0.5,0.2,100,600,2.263333333333333,3.42,-1.1566666666666667,1.1566666666666667,1.337877777777778
simulated_Ghana_pop_085,Ghana,99,0.7,0.25,0.5,100,600,1.6883333333333332,1.37,0.31833333333333313,0.31833333333333313,0.10133611111111099
simulated_Ghana_pop_086,Ghana,99,0.7,0.25,0.2,100,600,1.2933333333333332,1.13,0.16333333333333333,0.16333333333333333,0.026677777777777776
simulated_Ghana_pop_087,Ghana,99,0.2,0.5,0.5,100,600,3.1966666666666668,3.46,-0.2633333333333332,0.2633333333333332,0.06934444444444438
simulated_Ghana_pop_088,Ghana,99,0.2,0.5,0.2,100,600,3.11,3.34,-0.22999999999999998,0.22999999999999998,0.05289999999999999
simulated_Ghana_pop_089,Ghana,9,0.7,0.25,0.5,100,600,1.4233333333333333,1.27,0.15333333333333332,0.15333333333333332,0.023511111111111108
simulated_Ghana_pop_090,Ghana,9,0.7,0.25,0.2,100,600,1.3833333333333333,1.28,0.10333333333333328,0.10333333333333328,0.010677777777777767
simulated_Ghana_pop_091,Ghana,9,0.2,0.5,0.5,100,600,2.9283333333333332,3.87,-0.9416666666666669,0.9416666666666669,0.8867361111111115
simulated_Ghana_pop_092,Ghana,9,0.2,0.5,0.2,100,600,2.5883333333333334,2.94,-0.35166666666666657,0.35166666666666657,0.12366944444444437
simulated_Ghana_pop_093,Ghana,2.33,0.7,0.25,0.5,100,600,1.4816666666666667,1.31,0.17166666666666663,0.17166666666666663,0.029469444444444434
simulated_Ghana_pop_094,Ghana,2.33,0.7,0.25,0.2,100,600,1.3233333333333333,1.25,0.07333333333333325,0.07333333333333325,0.005377777777777765
simulated_Ghana_pop_095,Ghana,2.33,0.2,0.5,0.5,100,600,2.58,3.45,-0.8700000000000001,0.8700000000000001,0.7569000000000002
simulated_Ghana_pop_096,Ghana,2.33,0.2,0.5,0.2,100,600,2.828333333333333,3.49,-0.6616666666666671,0.6616666666666671,0.4378027777777783
simulated_Ghana_pop_097,Ghana,99,0.7,0.25,0.5,100,600,1.52,1.27,0.25,0.25,0.0625
simulated_Ghana_pop_098,Ghana,99,0.7,0.25,0.2,100,600,1.465,1.26,0.20500000000000007,0.20500000000000007,0.04202500000000003
simulated_Ghana_pop_099,Ghana,99,0.2,0.5,0.5,100,600,3.2283333333333335,3.82,-0.5916666666666663,0.5916666666666663,0.35006944444444404
simulated_Ghana_pop_100,Ghana,99,0.2,0.5,0.2,100,600,3.09,3.38,-0.29000000000000004,0.29000000000000004,0.08410000000000002
simulated_Ghana_pop_101,Ghana,9,0.7,0.25,0.5,100,600,1.465,1.24,0.2250000000000001,0.2250000000000001,0.05062500000000004
simulated_Ghana_pop_102,Ghana,9,0.7,0.25,0.2,100,600,1.2366666666666666,1.13,0.10666666666666669,0.10666666666666669,0.011377777777777782
simulated_Ghana_pop_103,Ghana,9,0.2,0.5,0.5,100,600,3.0366666666666666,3.77,-0.7333333333333334,0.7333333333333334,0.5377777777777779
simulated_Ghana_pop_104,Ghana,9,0.2,0.5,0.2,100,600,2.335,2.43,-0.0950000000000002,0.0950000000000002,0.009025000000000036
simulated_Ghana_pop_105,Ghana,2.33,0.7,0.25,0.5,100,600,1.3133333333333332,1.26,0.05333333333333323,0.05333333333333323,0.0028444444444444337
simulated_Ghana_pop_106,Ghana,2.33,0.7,0.25,0.2,100,600,1.4616666666666667,1.32,0.1416666666666666,0.1416666666666666,0.020069444444444428
simulated_Ghana_pop_107,Ghana,2.33,0.2,0.5,0.5,100,600,2.5516666666666667,3.45,-0.8983333333333334,0.8983333333333334,0.807002777777778
simulated_Ghana_pop_108,Ghana,2.33,0.2,0.5,0.2,100,600,2.6566666666666667,3.4,-0.7433333333333332,0.7433333333333332,0.5525444444444442
simulated_Ghana_pop_109,Ghana,99,0.7,0.25,0.5,100,600,1.515,1.31,0.20499999999999985,0.20499999999999985,0.04202499999999994
simulated_Ghana_pop_110,Ghana,99,0.7,0.25,0.2,100,600,1.32,1.17,0.15000000000000013,0.15000000000000013,0.02250000000000004
simulated_Ghana_pop_111,Ghana,99,0.2,0.5,0.5,100,600,3.0383333333333336,3.29,-0.2516666666666665,0.2516666666666665,0.06333611111111102
simulated_Ghana_pop_112,Ghana,99,0.2,0.5,0.2,100,600,2.888333333333333,3.1,-0.2116666666666669,0.2116666666666669,0.04480277777777787
simulated_Ghana_pop_113,Ghana,9,0.7,0.25,0.5,100,600,1.5016666666666667,1.28,0.22166666666666668,0.22166666666666668,0.049136111111111117
simulated_Ghana_pop_114,Ghana,9,0.7,0.25,0.2,100,600,1.4,1.22,0.17999999999999994,0.17999999999999994,0.03239999999999998
simulated_Ghana_pop_115,Ghana,9,0.2,0.5,0.5,100,600,3.025,4.14,-1.1149999999999998,1.1149999999999998,1.2432249999999996
simulated_Ghana_pop_116,Ghana,9,0.2,0.5,0.2,100,600,2.855,3.8,-0.9449999999999998,0.9449999999999998,0.8930249999999997
simulated_Ghana_pop_117,Ghana,2.33,0.7,0.25,0.5,100,600,1.4733333333333334,1.36,0.11333333333333329,0.11333333333333329,0.012844444444444434
simulated_Ghana_pop_118,Ghana,2.33,0.7,0.25,0.2,100,600,1.3833333333333333,1.29,0.09333333333333327,0.09333333333333327,0.008711111111111098
simulated_Ghana_pop_119,Ghana,2.33,0.2,0.5,0.5,100,600,2.566666666666667,3.15,-0.583333333333333,0.583333333333333,0.34027777777777746
simulated_Ghana_pop_120,Ghana,2.33,0.2,0.5,0.2,100,600,2.0033333333333334,3.36,-1.3566666666666665,1.3566666666666665,1.8405444444444439
