sample_id,paramset_id,country,pop_alpha,coi_p,coi_r,k_s,n_rows,rmse,mae,bias
71,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
71,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
71,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,10,0.9486832980505138,0.7,0.1
71,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,10,3.577708763999664,2.2,-2
71,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,10,0,0,0
71,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.2,10,2.9832867780352594,1.7,-1.5
71,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.5,10,2.8809720581775866,1.7,-1.3
71,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.5,10,0.6324555320336759,0.4,0.4
71,naive_coi_paramset3,Ghana,9,0.2,0.5,0.2,10,3.5071355833500366,1.3,-0.9
71,naive_coi_paramset3,Ghana,9,0.2,0.5,0.5,10,1.140175425099138,0.7,-0.1
71,naive_coi_paramset3,Ghana,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
71,naive_coi_paramset3,Ghana,9,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
71,naive_coi_paramset3,Ghana,99,0.2,0.5,0.2,10,1.673320053068151,1.2,0.4
71,naive_coi_paramset3,Ghana,99,0.2,0.5,0.5,10,3.0495901363953815,2.1,-1.9
71,naive_coi_paramset3,Ghana,99,0.7,0.25,0.2,10,0.6324555320336759,0.2,-0.2
71,naive_coi_paramset3,Ghana,99,0.7,0.25,0.5,10,0.9486832980505138,0.5,0.5
71,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,10,2.7386127875258306,1.7,-1.3
71,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,10,0.7745966692414834,0.6,0.2
71,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
71,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,10,1.51657508881031,1.1,0.1
71,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,10,4.571651780264983,2.3,-0.9
71,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,10,0.447213595499958,0.2,0.2
71,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
71,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,10,1.7888543819998317,1.6,1.2
71,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,10,2.387467277262665,1.7,-0.1
71,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
71,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
71,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.2,10,1.97484176581315,1.1,-0.5
71,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.5,10,2.428991560298224,1.7,-0.5
71,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.2,10,1,0.6,0.6
71,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.5,10,1.3038404810405297,0.9,0.9
71,naive_coi_paramset4,Ghana,9,0.2,0.5,0.2,10,2.04939015319192,1,-0.2
71,naive_coi_paramset4,Ghana,9,0.2,0.5,0.5,10,1.4142135623730951,1.2,1.2
71,naive_coi_paramset4,Ghana,9,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
71,naive_coi_paramset4,Ghana,9,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
71,naive_coi_paramset4,Ghana,99,0.2,0.5,0.2,10,1.5811388300841898,1.3,1.3
71,naive_coi_paramset4,Ghana,99,0.2,0.5,0.5,10,1.7320508075688772,1.4,0.2
71,naive_coi_paramset4,Ghana,99,0.7,0.25,0.2,10,1.2649110640673518,0.4,0.4
71,naive_coi_paramset4,Ghana,99,0.7,0.25,0.5,10,1.70293863659264,1.1,1.1
71,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,10,3.1780497164141406,1.9,-1.7
71,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,10,0.8944271909999159,0.6,0
71,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
71,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,10,1.449137674618944,0.9,-0.3
71,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,10,5.128352561983234,2.1,-1.5
71,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,10,0.447213595499958,0.2,0.2
71,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
71,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,10,1.1832159566199232,1,0.4
71,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,10,2.7748873851023217,1.7,-1.3
71,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
71,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,10,0,0,0
71,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.2,10,2.5099800796022267,1.3,-1.1
71,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.5,10,2.4698178070456938,1.5,-0.9
71,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.2,10,0.447213595499958,0.2,0.2
71,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.5,10,0.8944271909999159,0.6,0.6
71,naive_coi_paramset5,Ghana,9,0.2,0.5,0.2,10,2.6267851073127395,1.1,-0.5
71,naive_coi_paramset5,Ghana,9,0.2,0.5,0.5,10,1.140175425099138,0.9,0.7
71,naive_coi_paramset5,Ghana,9,0.7,0.25,0.2,10,0.6324555320336759,0.2,0.2
71,naive_coi_paramset5,Ghana,9,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
71,naive_coi_paramset5,Ghana,99,0.2,0.5,0.2,10,1.6431676725154984,1.3,0.7
71,naive_coi_paramset5,Ghana,99,0.2,0.5,0.5,10,2.16794833886788,1.7,-0.9
71,naive_coi_paramset5,Ghana,99,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset5,Ghana,99,0.7,0.25,0.5,10,1.2649110640673518,0.8,0.8
71,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,10,3.1622776601683795,1.8,-1.8
71,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,10,0.9486832980505138,0.5,-0.5
71,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
71,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,10,1.61245154965971,0.8,-0.6
71,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,10,5.477225575051661,2.2,-2
71,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,10,0,0,0
71,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,10,0.8366600265340756,0.5,-0.1
71,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,10,3.331666249791536,2.1,-1.9
71,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,10,0,0,0
71,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.2,10,2.9832867780352594,1.7,-1.5
71,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.5,10,2.8809720581775866,1.7,-1.3
71,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
71,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
71,naive_coi_paramset6,Ghana,9,0.2,0.5,0.2,10,3.5071355833500366,1.3,-0.9
71,naive_coi_paramset6,Ghana,9,0.2,0.5,0.5,10,1.0954451150103321,0.6,-0.2
71,naive_coi_paramset6,Ghana,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
71,naive_coi_paramset6,Ghana,9,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
71,naive_coi_paramset6,Ghana,99,0.2,0.5,0.2,10,1.449137674618944,1.1,0.5
71,naive_coi_paramset6,Ghana,99,0.2,0.5,0.5,10,2.701851217221259,1.9,-1.7
71,naive_coi_paramset6,Ghana,99,0.7,0.25,0.2,10,0.6324555320336759,0.2,-0.2
71,naive_coi_paramset6,Ghana,99,0.7,0.25,0.5,10,0.7745966692414834,0.4,0.4
72,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,10,3.271085446759225,1.9,-1.9
72,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,10,2.588435821108957,1.7,-1.7
72,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,10,0.6324555320336759,0.2,-0.2
72,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
72,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,10,2.9154759474226504,1.7,-1.7
72,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,10,6.935416353759881,4.5,-4.5
72,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,10,2.32379000772445,1,-1
72,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,10,4.460941604639093,2.5,-2.5
72,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,10,0,0,0
72,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.2,10,1.61245154965971,0.8,-0.8
72,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.5,10,2.449489742783178,1.8,-1.8
72,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.5,10,0.5477225575051661,0.3,-0.3
72,naive_coi_paramset1,Ghana,9,0.2,0.5,0.2,10,5.272570530585627,2.8,-2.8
72,naive_coi_paramset1,Ghana,9,0.2,0.5,0.5,10,1.449137674618944,0.7,-0.7
72,naive_coi_paramset1,Ghana,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset1,Ghana,9,0.7,0.25,0.5,10,0,0,0
72,naive_coi_paramset1,Ghana,99,0.2,0.5,0.2,10,4.626013402488151,2.8,-2.8
72,naive_coi_paramset1,Ghana,99,0.2,0.5,0.5,10,3.5496478698597698,2.6,-2.6
72,naive_coi_paramset1,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset1,Ghana,99,0.7,0.25,0.5,10,0,0,0
72,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,10,3.1622776601683795,1.8,-1.8
72,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,10,2.16794833886788,1.3,-1.3
72,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,10,0.6324555320336759,0.2,-0.2
72,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
72,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,10,2.258317958127243,1.3,-1.3
72,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,10,6.356099432828281,4,-4
72,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,10,0.447213595499958,0.2,0
72,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,10,1.6124515496597098,0.6,-0.6
72,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,10,3.9496835316262997,2.2,-2.2
72,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,10,0,0,0
72,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.2,10,1.5811388300841898,0.7,-0.7
72,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.5,10,2.04939015319192,1.4,-1.4
72,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset2,Ghana,9,0.2,0.5,0.2,10,4.795831523312719,2.6,-2.2
72,naive_coi_paramset2,Ghana,9,0.2,0.5,0.5,10,1.0954451150103321,0.6,-0.2
72,naive_coi_paramset2,Ghana,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset2,Ghana,9,0.7,0.25,0.5,10,0,0,0
72,naive_coi_paramset2,Ghana,99,0.2,0.5,0.2,10,4.03732584763727,2.3,-2.3
72,naive_coi_paramset2,Ghana,99,0.2,0.5,0.5,10,2.898275349237888,2,-1.8
72,naive_coi_paramset2,Ghana,99,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset2,Ghana,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,10,2.8460498941515415,1.7,-1.5
72,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,10,2.16794833886788,1.3,-1.3
72,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,10,1.9493588689617927,1,-1
72,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,10,6.074537019394976,3.9,-3.5
72,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,10,0.447213595499958,0.2,0
72,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,10,1.6431676725154984,0.7,-0.3
72,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,10,3.4351128074635335,2,-1.6
72,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.2,10,1.449137674618944,0.7,-0.5
72,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.5,10,1.70293863659264,1.3,-0.7
72,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset3,Ghana,9,0.2,0.5,0.2,10,4.312771730569565,2.2,-1.8
72,naive_coi_paramset3,Ghana,9,0.2,0.5,0.5,10,1.140175425099138,0.7,-0.1
72,naive_coi_paramset3,Ghana,9,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
72,naive_coi_paramset3,Ghana,9,0.7,0.25,0.5,10,0.447213595499958,0.2,0.2
72,naive_coi_paramset3,Ghana,99,0.2,0.5,0.2,10,3.5213633723318014,2,-1.8
72,naive_coi_paramset3,Ghana,99,0.2,0.5,0.5,10,2.6076809620810595,1.8,-1.2
72,naive_coi_paramset3,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset3,Ghana,99,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
72,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,10,2.3874672772626644,1.3,-0.5
72,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,10,1.378404875209022,0.7,-0.7
72,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
72,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,10,1.5491933384829666,1,-0.2
72,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,10,4.919349550499537,3,-2.2
72,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,10,0.7745966692414834,0.4,0.2
72,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,10,1.8165902124584947,1.3,0.5
72,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,10,2.3664319132398464,1.8,-0.4
72,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,10,1.0954451150103321,0.6,0.6
72,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.2,10,1.378404875209022,1.1,0.3
72,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.5,10,1.3038404810405297,0.9,0.1
72,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.2,10,0.7745966692414834,0.4,0.4
72,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.5,10,1,0.6,0.6
72,naive_coi_paramset4,Ghana,9,0.2,0.5,0.2,10,3.5355339059327378,2.3,-0.9
72,naive_coi_paramset4,Ghana,9,0.2,0.5,0.5,10,1.0488088481701516,0.7,0.7
72,naive_coi_paramset4,Ghana,9,0.7,0.25,0.2,10,1,0.6,0.6
72,naive_coi_paramset4,Ghana,9,0.7,0.25,0.5,10,0.9486832980505138,0.5,0.5
72,naive_coi_paramset4,Ghana,99,0.2,0.5,0.2,10,1.2649110640673518,0.8,0.4
72,naive_coi_paramset4,Ghana,99,0.2,0.5,0.5,10,1.9235384061671346,1.5,1.1
72,naive_coi_paramset4,Ghana,99,0.7,0.25,0.2,10,0.6324555320336759,0.2,0.2
72,naive_coi_paramset4,Ghana,99,0.7,0.25,0.5,10,0.9486832980505138,0.5,0.5
72,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,10,2.756809750418044,1.6,-1
72,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,10,1.7320508075688772,1,-1
72,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
72,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,10,1.788854381999832,1,-0.6
72,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,10,5.0990195135927845,3.2,-2.6
72,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,10,0.7071067811865476,0.3,0.1
72,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,10,1.5491933384829666,1,0.2
72,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,10,3.03315017762062,2,-0.8
72,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,10,0.9486832980505138,0.5,0.5
72,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.2,10,1.4142135623730951,1,0
72,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.5,10,1.378404875209022,0.9,-0.3
72,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
72,naive_coi_paramset5,Ghana,9,0.2,0.5,0.2,10,4.123105625617661,2.4,-1.4
72,naive_coi_paramset5,Ghana,9,0.2,0.5,0.5,10,1.0488088481701516,0.7,0.7
72,naive_coi_paramset5,Ghana,9,0.7,0.25,0.2,10,0.8944271909999159,0.4,0.4
72,naive_coi_paramset5,Ghana,9,0.7,0.25,0.5,10,0.7071067811865476,0.3,0.3
72,naive_coi_paramset5,Ghana,99,0.2,0.5,0.2,10,2.0976176963403033,1.2,-0.4
72,naive_coi_paramset5,Ghana,99,0.2,0.5,0.5,10,1.5811388300841898,1.3,0.1
72,naive_coi_paramset5,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset5,Ghana,99,0.7,0.25,0.5,10,0.7745966692414834,0.4,0.4
72,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,10,2.756809750418044,1.6,-1.4
72,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,10,2.16794833886788,1.3,-1.3
72,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
72,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,10,1.9493588689617927,1,-1
72,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,10,6.074537019394976,3.9,-3.5
72,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,10,0.447213595499958,0.2,0
72,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,10,1.6431676725154984,0.7,-0.3
72,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,10,3.420526275297414,1.9,-1.7
72,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.2,10,1.449137674618944,0.7,-0.5
72,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.5,10,1.6431676725154984,1.3,-0.9
72,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
72,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
72,naive_coi_paramset6,Ghana,9,0.2,0.5,0.2,10,4.312771730569565,2.2,-1.8
72,naive_coi_paramset6,Ghana,9,0.2,0.5,0.5,10,0.8366600265340756,0.5,-0.1
72,naive_coi_paramset6,Ghana,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset6,Ghana,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset6,Ghana,99,0.2,0.5,0.2,10,3.4785054261852175,1.9,-1.7
72,naive_coi_paramset6,Ghana,99,0.2,0.5,0.5,10,2.3664319132398464,1.6,-1
72,naive_coi_paramset6,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
72,naive_coi_paramset6,Ghana,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
73,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,10,0.9486832980505138,0.5,-0.5
73,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,10,4.959838707054898,2.8,-2.8
73,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
73,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,10,3.1144823004794873,2.1,-2.1
73,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,10,3.03315017762062,1.8,-1.8
73,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,10,0.447213595499958,0.2,-0.2
73,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,10,2.449489742783178,1.2,-1.2
73,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,10,4.969909455915671,3.1,-3.1
73,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,10,0,0,0
73,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,10,0,0,0
73,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.2,10,4.230839160261235,1.7,-1.7
73,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.5,10,1.224744871391589,0.7,-0.7
73,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset1,Ghana,9,0.2,0.5,0.2,10,2.5099800796022267,1.5,-1.5
73,naive_coi_paramset1,Ghana,9,0.2,0.5,0.5,10,5.9497899122574065,3.8,-3.8
73,naive_coi_paramset1,Ghana,9,0.7,0.25,0.2,10,0,0,0
73,naive_coi_paramset1,Ghana,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset1,Ghana,99,0.2,0.5,0.2,10,1.7320508075688772,1,-1
73,naive_coi_paramset1,Ghana,99,0.2,0.5,0.5,10,0.9486832980505138,0.5,-0.5
73,naive_coi_paramset1,Ghana,99,0.7,0.25,0.2,10,0.6324555320336759,0.2,-0.2
73,naive_coi_paramset1,Ghana,99,0.7,0.25,0.5,10,0,0,0
73,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,10,0.7745966692414833,0.4,-0.4
73,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,10,4.460941604639093,2.5,-2.5
73,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
73,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,10,2.449489742783178,1.6,-1.6
73,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,10,2.8809720581775866,1.7,-1.7
73,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,10,1.7320508075688772,0.8,-0.8
73,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,10,4.370354676682432,2.7,-2.7
73,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,10,0,0,0
73,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,10,0,0,0
73,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.2,10,4.171330722922842,1.6,-1.6
73,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.5,10,0.7071067811865476,0.3,-0.3
73,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
73,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
73,naive_coi_paramset2,Ghana,9,0.2,0.5,0.2,10,2.073644135332772,1.1,-1.1
73,naive_coi_paramset2,Ghana,9,0.2,0.5,0.5,10,5.576737397439475,3.3,-3.3
73,naive_coi_paramset2,Ghana,9,0.7,0.25,0.2,10,0,0,0
