sample_id,paramset_id,country,pop_alpha,coi_p,coi_r,k_s,n_rows,rmse,mae,bias
20,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,10,2.701851217221259,1.7,-1.5
20,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,10,0,0,0
20,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
20,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.2,10,0.7071067811865476,0.3,-0.1
20,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.5,10,3.646916505762094,1.9,-1.7
20,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
20,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
20,naive_coi_paramset6,Ghana,9,0.2,0.5,0.2,10,3.9496835316262997,2.2,-1.8
20,naive_coi_paramset6,Ghana,9,0.2,0.5,0.5,10,0.7071067811865476,0.5,0.3
20,naive_coi_paramset6,Ghana,9,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
20,naive_coi_paramset6,Ghana,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
20,naive_coi_paramset6,Ghana,99,0.2,0.5,0.2,10,1.0488088481701516,0.7,0.1
20,naive_coi_paramset6,Ghana,99,0.2,0.5,0.5,10,8.087026647662292,4.6,-4.6
20,naive_coi_paramset6,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
20,naive_coi_paramset6,Ghana,99,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
21,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,10,1.9235384061671346,1.1,-1.1
21,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,10,5.167204273105526,3.3,-3.3
21,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,10,2.3664319132398464,1.2,-1.2
21,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,10,1.9493588689617927,1,-1
21,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
21,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,10,2.6267851073127395,1.1,-1.1
21,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,10,5.059644256269407,3.4,-3.4
21,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,10,0.447213595499958,0.2,-0.2
21,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.2,10,3.8858718455450894,2.3,-2.3
21,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.5,10,2.16794833886788,1.5,-1.5
21,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset1,Ghana,9,0.2,0.5,0.2,10,2.1908902300206643,1.4,-1.4
21,naive_coi_paramset1,Ghana,9,0.2,0.5,0.5,10,3.03315017762062,1.8,-1.8
21,naive_coi_paramset1,Ghana,9,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset1,Ghana,9,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset1,Ghana,99,0.2,0.5,0.2,10,1.816590212458495,0.9,-0.9
21,naive_coi_paramset1,Ghana,99,0.2,0.5,0.5,10,3.591656999213594,1.9,-1.9
21,naive_coi_paramset1,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
21,naive_coi_paramset1,Ghana,99,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,10,1.9235384061671346,1.1,-1.1
21,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,10,4.949747468305833,3.1,-3.1
21,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,10,1.8708286933869707,0.9,-0.9
21,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,10,1.8708286933869707,0.9,-0.9
21,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
21,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,10,2.0248456731316584,0.9,-0.9
21,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,10,4.0743097574926725,2.6,-2.6
21,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.2,10,3.687817782917155,2,-2
21,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.5,10,1.8708286933869707,1.1,-1.1
21,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset2,Ghana,9,0.2,0.5,0.2,10,1.61245154965971,0.8,-0.8
21,naive_coi_paramset2,Ghana,9,0.2,0.5,0.5,10,2.5099800796022267,1.3,-1.3
21,naive_coi_paramset2,Ghana,9,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset2,Ghana,9,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
21,naive_coi_paramset2,Ghana,99,0.2,0.5,0.2,10,1.378404875209022,0.7,-0.5
21,naive_coi_paramset2,Ghana,99,0.2,0.5,0.5,10,3.1622776601683795,1.6,-1.2
21,naive_coi_paramset2,Ghana,99,0.7,0.25,0.2,10,0.5477225575051661,0.3,0.3
21,naive_coi_paramset2,Ghana,99,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
21,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,10,1.9493588689617927,1.2,-1
21,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,10,4.415880433163924,2.5,-2.5
21,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,10,1.9493588689617927,1.2,-0.6
21,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,10,1.4832396974191326,0.8,-0.4
21,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
21,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,10,1.97484176581315,0.9,-0.5
21,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,10,3.63318042491699,2.2,-2
21,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
21,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.2,10,3.3166247903554,1.6,-1.6
21,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.5,10,1.7320508075688772,1.2,-0.8
21,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
21,naive_coi_paramset3,Ghana,9,0.2,0.5,0.2,10,1.51657508881031,0.9,-0.3
21,naive_coi_paramset3,Ghana,9,0.2,0.5,0.5,10,2.258317958127243,1.1,-0.9
21,naive_coi_paramset3,Ghana,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset3,Ghana,9,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
21,naive_coi_paramset3,Ghana,99,0.2,0.5,0.2,10,1.3038404810405297,0.7,-0.3
21,naive_coi_paramset3,Ghana,99,0.2,0.5,0.5,10,2.7386127875258306,1.3,-0.9
21,naive_coi_paramset3,Ghana,99,0.7,0.25,0.2,10,0.8366600265340756,0.5,0.5
21,naive_coi_paramset3,Ghana,99,0.7,0.25,0.5,10,0.7745966692414834,0.4,0.4
21,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,10,1.449137674618944,0.9,-0.5
21,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,10,4.08656334834051,2.3,-1.7
21,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
21,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,10,1.70293863659264,1.3,0.3
21,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,10,0.9486832980505138,0.5,0.5
21,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
21,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,10,1.8439088914585773,1.4,0.6
21,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,10,2.3874672772626644,1.3,-0.7
21,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
21,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,10,1,0.6,0.6
21,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.2,10,2.7202941017470885,1.6,-0.6
21,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.5,10,1.378404875209022,1.1,0.3
21,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.2,10,0.8366600265340755,0.5,0.5
21,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.5,10,0.8944271909999159,0.6,0.6
21,naive_coi_paramset4,Ghana,9,0.2,0.5,0.2,10,1.0488088481701516,0.9,0.5
21,naive_coi_paramset4,Ghana,9,0.2,0.5,0.5,10,1.1832159566199232,0.8,0
21,naive_coi_paramset4,Ghana,9,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
21,naive_coi_paramset4,Ghana,9,0.7,0.25,0.5,10,1.140175425099138,0.7,0.7
21,naive_coi_paramset4,Ghana,99,0.2,0.5,0.2,10,0.9486832980505139,0.5,0.3
21,naive_coi_paramset4,Ghana,99,0.2,0.5,0.5,10,1.140175425099138,0.7,0.5
21,naive_coi_paramset4,Ghana,99,0.7,0.25,0.2,10,1.61245154965971,1,1
21,naive_coi_paramset4,Ghana,99,0.7,0.25,0.5,10,1.3038404810405297,0.7,0.7
21,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,10,1.6733200530681511,1,-0.6
21,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,10,4.404543109109048,2.6,-2.2
21,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,10,1.6431676725154984,1.1,-0.1
21,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,10,1,0.6,0
21,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
21,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,10,1.97484176581315,1.3,0.3
21,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,10,2.898275349237888,1.6,-1.2
21,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,10,0.7071067811865476,0.3,0.3
21,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.2,10,2.7748873851023217,1.5,-1.1
21,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.5,10,1.224744871391589,0.9,-0.1
21,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
21,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.5,10,0.6324555320336759,0.4,0.4
21,naive_coi_paramset5,Ghana,9,0.2,0.5,0.2,10,0.9486832980505138,0.7,0.1
21,naive_coi_paramset5,Ghana,9,0.2,0.5,0.5,10,1.4142135623730951,0.8,-0.4
21,naive_coi_paramset5,Ghana,9,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
21,naive_coi_paramset5,Ghana,9,0.7,0.25,0.5,10,1.0954451150103321,0.6,0.6
21,naive_coi_paramset5,Ghana,99,0.2,0.5,0.2,10,1.0954451150103321,0.6,0.2
21,naive_coi_paramset5,Ghana,99,0.2,0.5,0.5,10,1.8973665961010275,1.2,-0.2
21,naive_coi_paramset5,Ghana,99,0.7,0.25,0.2,10,1.3416407864998738,0.8,0.8
21,naive_coi_paramset5,Ghana,99,0.7,0.25,0.5,10,1.0954451150103321,0.6,0.6
21,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,10,1.9493588689617927,1.2,-1
21,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,10,4.415880433163924,2.5,-2.5
21,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,10,1.8973665961010275,1,-0.8
21,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,10,1.4832396974191326,0.8,-0.4
21,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
21,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,10,0,0,0
21,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,10,1.673320053068151,0.8,-0.4
21,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,10,3.478505426185217,2.1,-1.9
21,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,10,0,0,0
21,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.2,10,3.3166247903554,1.6,-1.6
21,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.5,10,1.70293863659264,1.1,-0.9
21,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset6,Ghana,9,0.2,0.5,0.2,10,1.2649110640673518,0.8,-0.2
21,naive_coi_paramset6,Ghana,9,0.2,0.5,0.5,10,2.04939015319192,1,-0.8
21,naive_coi_paramset6,Ghana,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
21,naive_coi_paramset6,Ghana,9,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
21,naive_coi_paramset6,Ghana,99,0.2,0.5,0.2,10,0.9486832980505138,0.5,-0.3
21,naive_coi_paramset6,Ghana,99,0.2,0.5,0.5,10,2.449489742783178,1.2,-0.8
21,naive_coi_paramset6,Ghana,99,0.7,0.25,0.2,10,0.8366600265340756,0.5,0.5
21,naive_coi_paramset6,Ghana,99,0.7,0.25,0.5,10,0.7745966692414834,0.4,0.4
22,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,10,2.7202941017470885,1.4,-1.4
22,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,10,2.6457513110645907,1.8,-1.8
22,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,10,1,0.4,-0.4
22,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,10,2.8635642126552705,2.2,-2.2
22,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,10,4.9396356140913875,3.2,-3.2
22,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,10,0.44721359549995793,0.2,-0.2
22,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
22,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,10,4.868264577855234,2.3,-2.3
22,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,10,2.588435821108957,1.7,-1.7
22,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,10,0.7745966692414834,0.4,-0.4
22,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.2,10,0.9486832980505138,0.7,-0.7
22,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.5,10,1.4832396974191326,0.8,-0.8
22,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset1,Ghana,9,0.2,0.5,0.2,10,2.932575659723036,2,-2
22,naive_coi_paramset1,Ghana,9,0.2,0.5,0.5,10,2.8106938645110393,1.7,-1.7
22,naive_coi_paramset1,Ghana,9,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset1,Ghana,9,0.7,0.25,0.5,10,0.6324555320336759,0.2,-0.2
22,naive_coi_paramset1,Ghana,99,0.2,0.5,0.2,10,2.073644135332772,1.3,-1.3
22,naive_coi_paramset1,Ghana,99,0.2,0.5,0.5,10,6.156297588648554,2.5,-2.5
22,naive_coi_paramset1,Ghana,99,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset1,Ghana,99,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,10,2.4698178070456938,1.1,-1.1
22,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,10,2.3664319132398464,1.6,-1.6
22,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,10,0.7071067811865476,0.3,-0.3
22,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,10,2.3664319132398464,1.6,-1.6
22,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,10,4.774934554525329,2.8,-2.8
22,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
22,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,10,4.4045431091090474,2,-2
22,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,10,1.97484176581315,1.1,-1.1
22,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.2,10,0.5477225575051661,0.3,-0.3
22,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.5,10,1.0488088481701516,0.5,-0.5
22,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset2,Ghana,9,0.2,0.5,0.2,10,2.32379000772445,1.2,-1.2
22,naive_coi_paramset2,Ghana,9,0.2,0.5,0.5,10,2.23606797749979,1.2,-1.2
22,naive_coi_paramset2,Ghana,9,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset2,Ghana,9,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset2,Ghana,99,0.2,0.5,0.2,10,1.5491933384829668,1,-0.6
22,naive_coi_paramset2,Ghana,99,0.2,0.5,0.5,10,5.779273310719955,2.2,-2
22,naive_coi_paramset2,Ghana,99,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset2,Ghana,99,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
22,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,10,2.4698178070456938,1.1,-1.1
22,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,10,2.0248456731316584,1.3,-1.3
22,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,10,0.7071067811865476,0.3,-0.3
22,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,10,1.7888543819998317,1,-0.8
22,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,10,4.33589667773576,2.6,-2.4
22,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
22,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,10,4.06201920231798,1.9,-1.7
22,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,10,1.8165902124584947,1.1,-0.5
22,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,10,0.6324555320336759,0.2,0.2
22,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
22,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.2,10,0.5477225575051661,0.3,0.1
22,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.5,10,1.0488088481701516,0.5,-0.1
22,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
22,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset3,Ghana,9,0.2,0.5,0.2,10,1.9235384061671346,1.1,-0.5
22,naive_coi_paramset3,Ghana,9,0.2,0.5,0.5,10,1.7606816861659007,0.9,-0.7
22,naive_coi_paramset3,Ghana,9,0.7,0.25,0.2,10,0.447213595499958,0.2,0.2
22,naive_coi_paramset3,Ghana,9,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
22,naive_coi_paramset3,Ghana,99,0.2,0.5,0.2,10,1.224744871391589,0.9,-0.3
22,naive_coi_paramset3,Ghana,99,0.2,0.5,0.5,10,5.486346689738081,2.3,-1.7
22,naive_coi_paramset3,Ghana,99,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset3,Ghana,99,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
22,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,10,2.1908902300206643,1.4,-0.4
22,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,10,1.51657508881031,1.1,-0.5
22,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
22,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,10,0.44721359549995793,0.2,0
22,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,10,1.3038404810405297,0.9,0.1
22,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,10,2.756809750418044,2,-0.4
22,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,10,0.5477225575051661,0.3,0.3
22,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
22,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,10,3.3015148038438356,1.5,-1.1
22,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,10,1.6733200530681511,1.4,0.8
22,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,10,0.894427190999916,0.4,0.4
22,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,10,0.6324555320336759,0.4,0.4
22,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.2,10,1.378404875209022,0.7,0.7
22,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.5,10,1.0488088481701516,0.7,0.5
22,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.2,10,0.9486832980505138,0.7,0.7
22,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset4,Ghana,9,0.2,0.5,0.2,10,1.5811388300841898,1.3,0.3
22,naive_coi_paramset4,Ghana,9,0.2,0.5,0.5,10,1.140175425099138,0.9,0.3
22,naive_coi_paramset4,Ghana,9,0.7,0.25,0.2,10,1,0.4,0.4
22,naive_coi_paramset4,Ghana,9,0.7,0.25,0.5,10,1.5811388300841898,0.9,0.9
22,naive_coi_paramset4,Ghana,99,0.2,0.5,0.2,10,1.70293863659264,1.3,1.3
22,naive_coi_paramset4,Ghana,99,0.2,0.5,0.5,10,3.0495901363953815,1.7,0.1
22,naive_coi_paramset4,Ghana,99,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset4,Ghana,99,0.7,0.25,0.5,10,1.1832159566199232,0.8,0.8
22,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,10,2.32379000772445,1.2,-0.8
22,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,10,1.449137674618944,0.9,-0.7
22,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
22,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
22,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,10,1.4142135623730951,0.8,-0.4
22,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,10,3.8078865529319543,2.1,-1.7
22,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,10,0.5477225575051661,0.3,0.3
22,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
22,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,10,3.7148351242013424,1.8,-1.4
22,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,10,1.5491933384829668,1,-0.2
22,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
22,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
22,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.2,10,0.7071067811865476,0.5,0.3
22,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.5,10,0.7745966692414833,0.4,0.2
22,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.2,10,0.5477225575051661,0.3,0.3
22,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
22,naive_coi_paramset5,Ghana,9,0.2,0.5,0.2,10,1.9493588689617927,1.4,0
22,naive_coi_paramset5,Ghana,9,0.2,0.5,0.5,10,1.4142135623730951,0.8,-0.4
22,naive_coi_paramset5,Ghana,9,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
22,naive_coi_paramset5,Ghana,9,0.7,0.25,0.5,10,0.7745966692414834,0.4,0.4
22,naive_coi_paramset5,Ghana,99,0.2,0.5,0.2,10,1.140175425099138,0.9,0.5
22,naive_coi_paramset5,Ghana,99,0.2,0.5,0.5,10,4.06201920231798,2.1,-0.7
22,naive_coi_paramset5,Ghana,99,0.7,0.25,0.2,10,0,0,0
22,naive_coi_paramset5,Ghana,99,0.7,0.25,0.5,10,0.9486832980505138,0.5,0.5
